,id,click,hour,search_engine_type,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,product_type,C20,advertiser_type
17854912,1.2950361654111345e+19,0,14102511,1005,0,9a977531,a434fa42,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,adf5b9c0,4f4b5ad5,1,0,20008,320,50,2283,0,163,-1,95
9165239,1.4172977071177902e+19,0,14102221,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,23bb32f1,9e80e58a,d3ff4ef0,1,0,1039,320,50,178,3,1327,100148,15
35908125,7.52658313893535e+18,0,14102920,1005,1,ce3307ec,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e0030fa7,5b799d60,1,0,23626,320,50,2707,3,937,100156,61
16056130,6.155540230296021e+18,0,14102416,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0accc299,c730b3c6,1,0,15704,320,50,1722,0,35,100083,79
22449585,1.213637818886003e+19,0,14102614,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1200739a,8a4875bd,1,0,20007,320,50,2283,0,163,100076,95
8394971,8.341339315737793e+18,0,14102216,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,fe481df8,744ae245,1,0,21834,300,250,2523,0,35,100084,221
1485172,1.3969614842761816e+19,0,14102107,1005,1,b554a32a,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,32cd5b38,a326aa30,1,0,19146,320,50,2181,0,169,100156,111
11191712,9.355342031651772e+18,0,14102309,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,000ddba9,8a4875bd,1,0,15706,320,50,1722,0,35,100084,79
3257734,4.4784639711404154e+17,1,14102116,1005,0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,eb1aff7f,76dc4769,1,0,21726,320,50,2502,0,35,100084,221
23457170,1.8299343494376202e+19,0,14102619,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,dde82775,57919172,1,0,21679,320,50,2495,2,167,-1,23
25313897,1.668608409504564e+18,0,14102711,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,009a7861,03683bd4,1,0,22268,320,50,2566,3,47,100156,42
40016426,9.413518637604528e+18,0,14103019,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9f577fff,8a4875bd,1,0,15706,320,50,1722,0,35,100083,79
26018447,1.7852042781568846e+19,0,14102716,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,5ddac354,36d749e5,1,0,15703,320,50,1722,0,35,-1,79
3799085,1.5933707072161178e+19,1,14102120,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,393e6452,8a4875bd,1,0,21762,320,50,2502,0,35,100083,221
16484988,3.846480147557937e+18,0,14102418,1005,1,7dd19f44,9690165f,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,da2ad818,31f63ca2,1,0,19772,320,50,2227,0,679,100081,48
32421148,1.7342038629657375e+19,0,14102900,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,fa0ed6dc,779d90c2,1,0,17037,320,50,1934,2,39,-1,16
14007583,2.2602459005972618e+18,0,14102405,1005,0,85f751fd,c4e18dd6,50e219e0,f53417e1,0e8616ad,0f2161f8,a99f214a,456a8ac4,684581ce,1,0,452,320,50,122,3,1327,-1,15
17708853,1.6486454541546596e+19,0,14102510,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,244c80a8,7b7ca585,1,0,4687,320,50,423,2,39,100148,32
7542108,1.0387053443879793e+19,0,14102213,1005,0,85f751fd,c4e18dd6,50e219e0,1fa4d1c3,2347f47a,0f2161f8,a99f214a,60d52290,dc15c87e,1,2,21767,320,50,2506,0,35,-1,157
30924882,1.7000898081412024e+19,0,14102816,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,09ffe421,e1eae715,1,3,21189,320,50,2424,1,161,100189,71
25789942,3.8786855846198497e+18,0,14102714,1002,0,df7971d4,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,553d7111,34ac8342,4b13ed87,0,0,22701,320,50,2624,0,35,100077,221
27380678,3.4185882776516833e+18,0,14102802,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,d9b0d3dd,99e427c9,1,0,21611,320,50,2480,3,297,100111,61
15191439,4.866382869736977e+18,0,14102412,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f6462936,3bd9e8e7,1,0,22261,320,50,2545,0,167,100084,221
6394679,1.354102516543163e+19,0,14102210,1010,1,85f751fd,c4e18dd6,50e219e0,9605c1e1,7801e8d9,0f2161f8,2979186f,89777f0f,60eb1f19,4,2,20366,320,50,2333,0,39,-1,157
3560451,1.7972549567460985e+19,0,14102118,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,6a857b2d,b2a26dbc,be74e6fe,1,0,4687,320,50,423,2,39,100148,32
31561450,7.07145560833118e+18,1,14102818,1005,1,b554a32a,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,aa882b3e,f60c2fd3,1,0,23368,320,50,2680,3,815,100156,42
8033755,9.134355486521585e+18,0,14102214,1002,0,a38dc379,82a51fc9,50e219e0,ecad2386,7801e8d9,07d7df22,11a84c55,9d0fcff3,cc4dea12,0,0,17081,320,50,1921,3,47,-1,23
32770125,1.2454228846168622e+18,0,14102903,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,a7ccbe8c,1ccc7835,1,0,23224,320,50,2676,0,35,100176,221
34967660,6.677896435849687e+18,0,14102914,1005,0,89a490f5,ce307e01,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,51b71a0f,76dc4769,1,0,20007,320,50,2283,0,163,100076,95
18122687,2.0377745373362179e+18,1,14102512,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,994c78be,1f0bc64f,1,0,21956,320,50,2520,2,35,-1,90
19505527,6.391788386362597e+17,1,14102518,1005,1,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c4126037,daa861e9,1,0,19771,320,50,2227,0,679,-1,48
38395576,1.3266250362033203e+18,1,14103012,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,6fd2f17f,fba60933,1,2,23221,320,50,2676,0,299,100176,221
3343110,1.2711514644342745e+19,0,14102117,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,e6d1a3fe,4dabf060,a0f5f879,1,0,454,320,50,122,3,1319,-1,15
21656546,6.240570439386713e+18,1,14102610,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,30bf4638,43836a96,1,0,17264,320,50,1872,3,39,100173,23
1717413,1.5884734146425758e+19,0,14102108,1005,0,85f751fd,c4e18dd6,50e219e0,98fed791,d9b5648e,0f2161f8,a99f214a,e59303c9,cd63b0bb,1,0,16685,320,50,1092,3,1835,100156,61
39253359,3.964213107713934e+18,1,14103015,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,27a773f3,8a4875bd,1,0,6392,320,50,547,3,47,-1,23
30684539,2.869202002369355e+18,0,14102815,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ac77b71a,d787e91b,1,0,22255,320,50,2545,0,167,-1,221
35476794,2.2615376018363558e+18,0,14102917,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,aa95c1e0,8a4875bd,1,0,15699,320,50,1722,0,35,100084,79
1061140,1.849331852894558e+18,0,14102105,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ec5e4360,c144e605,1,0,15701,320,50,1722,0,35,-1,79
30487889,8.480593309394089e+18,1,14102814,1005,0,bfc93a4b,82ef09a5,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,8e4f77a3,5ef191d3,1,0,19278,320,50,1447,2,47,-1,13
24690403,1.03599401721878e+19,0,14102707,1002,0,e7a92cc6,7e1e7bdf,50e219e0,ecad2386,7801e8d9,07d7df22,4329f3da,ccaaa2e6,08ac11ab,0,0,5296,320,50,479,3,39,100079,23
22189839,1.0447337048398506e+19,0,14102613,1005,0,85f751fd,c4e18dd6,50e219e0,be7c618d,2347f47a,f95efa07,f6325a64,e6bce3a5,744ae245,1,3,375,320,50,112,3,1319,-1,15
13110281,6.513435724663518e+18,0,14102321,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e3758cb9,a5bce124,1,0,22102,320,50,2545,3,39,100084,221
34841776,1.3970418734496719e+19,1,14102914,1005,0,7aec40a2,f415c8a8,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,37de1707,da9c0785,1,2,21277,300,250,2443,2,39,-1,23
12307448,1.4652431252894665e+19,0,14102316,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0f8ac0f0,3bd9e8e7,1,0,15702,320,50,1722,0,35,-1,79
13098996,4.91656712787281e+18,1,14102321,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,7ed30f6c,779d90c2,1,0,20632,320,50,2374,3,39,-1,23
12342115,1.7888845390321148e+19,0,14102316,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,837d3fe2,d4897fef,1,0,6557,320,50,571,2,39,100050,32
5339783,1.1689985619730713e+19,0,14102207,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c0453bae,05e70df4,1,0,17753,320,50,1993,2,1063,100084,33
6987172,4.0363804199454346e+18,0,14102211,1005,0,c60648e4,44381cf5,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9814e787,8a4875bd,1,0,20362,320,50,2333,0,39,-1,157
26165748,1.3741811543653681e+19,0,14102717,1005,1,57fe1b20,5b626596,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b1400089,779d90c2,1,0,20251,320,50,2323,0,687,100081,48
11807764,6.965535489808532e+18,0,14102313,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,3649ab2c,496515fa,1,3,21191,320,50,2424,1,161,100190,71
10785947,1.0345938408030544e+19,0,14102308,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,0776c09b,7ac6007f,1,2,20018,300,250,2286,3,39,-1,23
34073566,1.4216059027097545e+19,0,14102910,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,3ac8bc9f,4ea23a13,1,0,18093,320,50,2060,3,39,-1,23
18280807,1.4126822646598666e+19,0,14102513,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,122adc9c,496515fa,1,3,21191,320,50,2424,1,161,100190,71
17060020,1.811654673239798e+18,0,14102505,1002,0,56c2fd20,d65b1643,50e219e0,ecad2386,7801e8d9,07d7df22,16203bca,2cca94c5,2f23f7a2,0,0,5296,320,50,479,3,39,100075,23
20333295,1.7434773085288665e+19,0,14102603,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,79283492,d0edf686,1,0,16859,320,50,1887,3,39,100194,23
36981432,1.1679955815104657e+19,1,14103005,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,abaef08e,0844fb9e,ea1c91d4,1,2,20634,320,50,2374,3,39,100119,23
8526144,2.9389107615993303e+18,0,14102217,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ead7efd1,a0f5f879,1,0,21893,320,50,2526,0,35,100075,221
788750,1.8266318993311738e+19,1,14102104,1002,0,9e8e8d09,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,79271892,27fad61a,0e88538f,0,0,15908,320,50,1752,3,297,100081,82
23343364,4.021359628760736e+16,0,14102618,1005,1,57fe1b20,5b626596,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6a3cedb8,0fadd2fe,1,0,20560,320,50,2271,0,679,-1,48
9412611,1.810175355040711e+18,0,14102223,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7254e667,0989142d,1,0,15706,320,50,1722,0,35,-1,79
36770030,1.7698791929309639e+19,0,14103004,1005,1,17caea14,0dde25ec,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,40979a9c,8a4875bd,1,0,19950,320,50,1800,3,167,100075,23
6612785,5.212732677073041e+18,0,14102210,1005,0,5bcf81a2,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c0b71f5c,ff065cf0,1,2,21769,320,50,2507,0,35,100176,157
12154034,3.0014628034899763e+18,0,14102315,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,f103bb15,5096d134,1,0,463,320,50,122,3,1327,-1,15
35529478,7.776197802344606e+18,0,14102917,1005,0,85f751fd,c4e18dd6,50e219e0,51cedd4e,aefc06bd,0f2161f8,a99f214a,7418fdcc,bbeedfee,1,0,19743,320,50,2264,3,427,100000,61
15299606,1.4376031775310664e+19,0,14102413,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,18636465,d787e91b,1,0,20108,320,50,2299,2,1327,-1,52
34842889,1.4053410318785475e+19,0,14102914,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7b0eed8e,a5bce124,1,0,20009,320,50,2283,0,163,-1,95
29608777,4.202804356505476e+18,0,14102812,1005,0,85f751fd,c4e18dd6,50e219e0,66f5e02e,6f7ca2ba,0f2161f8,0172d2dc,ab03f9de,158e4944,1,0,22803,320,50,2646,2,35,-1,23
35203618,9.082296739888542e+18,1,14102915,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,af96a24c,e9b8d8d7,1,0,4687,320,50,423,2,39,100148,32
20115635,1.2932770312171934e+19,0,14102601,1005,0,83a0ad1a,5c9ae867,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1f6ff393,1f0bc64f,1,0,17212,320,50,1887,3,39,100194,23
35346303,5.742522454213921e+18,0,14102916,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,dee33ca5,0eb711ec,1,0,18093,320,50,2060,3,39,-1,23
11368322,1.0686482560709607e+19,0,14102311,1002,0,e7eebe29,54629f14,50e219e0,ecad2386,7801e8d9,07d7df22,c42ae590,99b2614c,be8e9571,0,0,6616,320,50,576,2,35,100130,32
25171630,1.1128589908589064e+19,0,14102710,1002,0,e7a92cc6,7e1e7bdf,50e219e0,ecad2386,7801e8d9,07d7df22,3578c250,896ea6db,f9ba9057,0,0,22700,320,50,2624,0,35,100074,221
28531823,6.914158312183961e+18,0,14102808,1005,1,85f751fd,c4e18dd6,50e219e0,cf0327f9,2347f47a,0f2161f8,5c77bc52,7de25152,57b3c6c3,1,0,22999,300,50,2657,3,35,100013,23
15298097,1.4240035936134609e+19,0,14102413,1005,0,41477778,4b23d058,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,29a1e2de,2203a096,1,0,15705,320,50,1722,0,35,100084,79
1340220,3.4019303955937254e+18,1,14102106,1005,0,85f751fd,c4e18dd6,50e219e0,98fed791,d9b5648e,0f2161f8,a99f214a,968032c2,aad45b01,1,0,20277,320,50,2281,3,47,100182,42
21413391,3.9848956198219587e+18,0,14102609,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,fd7c88e1,16954458,1,0,15704,320,50,1722,0,35,100084,79
29939652,2.474596444693226e+18,0,14102813,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,d9b12681,496515fa,1,3,21189,320,50,2424,1,161,100190,71
13485514,6.082021269342002e+18,0,14102401,1005,0,85f751fd,c4e18dd6,50e219e0,fbbccc58,2347f47a,0f2161f8,a99f214a,708c3c9e,7ac6007f,1,2,17863,300,250,2036,3,47,100128,156
15615688,6.928806331311892e+18,0,14102414,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,65c82382,e1eae715,1,3,21191,320,50,2424,1,161,100193,71
39661305,3.831282104062483e+17,0,14103017,1005,0,d7714196,452bed30,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,0d8e4bc1,99ec2bcb,1,0,17239,320,50,1973,3,39,-1,23
30504730,9.204224357022662e+18,0,14102814,1005,0,85f751fd,c4e18dd6,50e219e0,a2b190d4,33da2e74,dc97ec06,a99f214a,478ce7c1,9bbdb88c,1,0,23441,320,50,2685,1,33,-1,212
18015839,1.0020725941634927e+19,0,14102512,1002,0,763a42b5,4c26e9ba,50e219e0,ecad2386,7801e8d9,07d7df22,19d3eec6,cc39f4ce,874c7b6b,0,0,17081,320,50,1921,3,47,-1,23
24596272,1.7882329998345622e+19,0,14102706,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,1492ecc6,24f6b932,1,0,22676,320,50,2616,0,35,100084,51
20479303,2.672907235843748e+18,0,14102604,1005,1,92c7cbe7,6e882918,75fa27f6,ecad2386,7801e8d9,07d7df22,a99f214a,ed44ff8c,e9b8d8d7,1,0,16615,320,50,1863,3,39,-1,23
1623178,8.322592385933867e+18,0,14102107,1005,0,bb4524e7,d733bbc3,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,73e3e152,d6e0e6ff,1,0,19251,320,50,2201,3,35,100188,43
32205960,2.2642540852753247e+18,0,14102822,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,01b59215,0bcabeaf,1,3,21189,320,50,2424,1,161,100193,71
22966564,2.1394483362716744e+18,0,14102616,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f631d90e,be74e6fe,1,0,20108,320,50,2299,2,1327,100084,52
38903520,1.3682109450978882e+19,0,14103014,1012,0,85f751fd,c4e18dd6,50e219e0,0443d75e,7801e8d9,07d7df22,ab89ba9c,c35b9799,e1eae715,1,0,20153,320,50,2307,3,163,-1,61
12938522,1.666165705133465e+19,0,14102320,1005,0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,168a5884,9e3836ff,1,0,21191,320,50,2424,1,161,100190,71
30253379,1.5041478197904312e+19,0,14102814,1005,0,85f751fd,c4e18dd6,50e219e0,e770b9ce,2347f47a,4ce2e9fc,a99f214a,b3f03425,5db079b5,1,2,23454,320,50,2688,1,33,100105,212
27476517,1.3640620444819657e+19,0,14102803,1010,1,85f751fd,c4e18dd6,50e219e0,2815f500,7801e8d9,cef3e649,bcefd960,6ee8b287,36b67a2a,4,0,22920,320,50,2649,0,39,100194,204
12448718,1.134027337223347e+19,0,14102317,1005,1,57fe1b20,5b626596,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4da61e47,88fe1d5d,1,0,6563,320,50,572,2,39,-1,32
22140858,7.034396171182061e+18,0,14102612,1005,0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,eeaadf5b,cd5b1559,1,2,6392,320,50,547,3,47,-1,23
18618165,4.2419388998345713e+18,0,14102514,1005,0,85f751fd,c4e18dd6,50e219e0,98fed791,d9b5648e,0f2161f8,a99f214a,2fbbbd6a,72a00661,1,0,19743,320,50,2264,3,427,100000,61
27614417,1.5227773767907695e+19,0,14102804,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,fd862ee9,321f8b9d,1,0,19743,320,50,2264,3,427,100000,61
39912946,1.323440051614037e+19,1,14103019,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,5cd6a5d7,36a30aeb,1,0,17654,300,250,1994,2,39,100083,33
37751506,1.3077492631050486e+19,1,14103009,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,8f9ef316,e45c0c27,1,3,23737,320,50,2676,0,299,100176,221
26021419,1.8122307250863673e+19,1,14102716,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,0489ce3f,44801bc1,1,0,17653,300,250,1994,2,39,-1,33
4353211,1.828761768307795e+19,0,14102202,1005,1,0eb72673,d2f72222,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,69d33df6,684581ce,1,0,16208,320,50,1800,3,167,100077,23
15268808,1.1694021625870279e+19,0,14102413,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,43f2a125,4ea23a13,1,0,15703,320,50,1722,0,35,-1,79
39693892,6.866958778209286e+18,0,14103017,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7d9bd501,8a4875bd,1,0,23760,320,50,2724,0,291,100084,253
17698682,1.5559435505098514e+19,0,14102510,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e19d787a,c6263d8a,1,0,15707,320,50,1722,0,35,-1,79
8921352,3.506632758048659e+18,0,14102219,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,10dcdfb1,44c701de,1,0,17014,320,50,1872,3,39,-1,23
9151959,1.24228228427994e+19,0,14102221,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,af9205f9,03683bd4,1,0,9478,320,50,906,3,1451,100156,61
18509623,1.34342645839076e+19,0,14102514,1005,1,17caea14,0dde25ec,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c8a812b9,542422a7,1,0,20312,320,50,1780,0,1711,100077,48
34231645,9.310197069798412e+18,0,14102910,1002,0,19b92c45,1e0acfb4,50e219e0,ecad2386,7801e8d9,07d7df22,521818dc,afcd770d,4042e175,0,0,17566,320,50,479,3,39,100074,23
34233108,9.425486083478226e+17,0,14102910,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ff0fd8b0,4ea23a13,1,0,22676,320,50,2616,0,35,-1,51
10632847,1.1224943498358503e+19,1,14102307,1005,1,e023ba3e,75f9ddc3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,de26956b,f87e93a5,1,0,17914,320,50,2043,2,39,100083,32
25737852,1.2244139604828093e+18,0,14102714,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,285aa37d,03683bd4,1,0,22268,320,50,2566,3,47,100156,42
19108851,6.685426510463993e+18,1,14102516,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,a406b469,779d90c2,1,0,17654,300,250,1994,2,39,-1,33
19560104,1.1740843444039959e+19,1,14102519,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,de4d64bd,aad45b01,1,0,20395,320,50,2340,3,1065,100111,159
25972416,1.360043608989806e+19,0,14102716,1012,0,c21df24f,c4e18dd6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7f98f487,da9c0785,1,2,20128,320,50,2303,2,39,100111,23
21337885,1.4383483988495116e+19,0,14102609,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,72843d4f,0bcabeaf,1,3,21191,320,50,2424,1,161,100193,71
8804292,9.062779200265604e+18,0,14102218,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6b48b3ac,a0f5f879,1,0,16615,320,50,1863,3,39,100188,23
24949689,3.574694953147409e+18,0,14102708,1005,0,fefe6fb9,4427d823,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1c0a555a,cdf6ea96,1,0,17239,320,50,1973,3,39,-1,23
35278832,1.5974743920333468e+18,0,14102916,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a8494a0b,5b169065,be6db1d7,1,0,20072,320,50,2291,3,35,100233,43
15470607,1.2442270778295327e+19,1,14102414,1005,0,4b0f0061,7195bdd6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c14c9575,77001aaf,1,0,19277,320,50,1447,2,47,100074,13
33436416,1.2631750694359916e+18,0,14102907,1005,0,85f751fd,c4e18dd6,50e219e0,d2e094d4,2347f47a,cef3e649,a99f214a,42406e90,0dedddc5,1,2,23730,300,250,2717,2,35,-1,23
39175360,1.5025244398579413e+19,0,14103015,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,15f655c4,be74e6fe,1,0,22807,320,50,2646,2,35,-1,23
1733733,1.718461857595019e+19,1,14102108,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,17ca117f,84ebbcd4,1,0,15699,320,50,1722,0,35,100084,79
929624,1.0465462741653983e+19,0,14102105,1010,1,85f751fd,c4e18dd6,50e219e0,86cbcf90,7801e8d9,0f2161f8,9d4f9197,7fbef5ce,f07e20f8,4,0,21664,320,50,2492,3,35,100103,43
31200985,1.6617430394613858e+19,0,14102817,1005,0,83a0ad1a,5c9ae867,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,bb758286,c723c84b,1,0,23144,320,50,2665,0,35,-1,221
29406226,8.365858532381578e+17,0,14102811,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,5147a506,e45c0c27,1,3,23224,320,50,2676,0,35,100176,221
38703631,1.7156702679430705e+18,0,14103013,1005,0,bb4524e7,d733bbc3,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,905fc580,a0f5f879,1,0,23016,320,50,2658,3,35,100148,23
29269202,1.6166635827353004e+19,1,14102811,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,3164af07,711ee120,1,0,22258,320,50,2545,0,167,-1,221
21556854,1.530094605074809e+19,0,14102610,1005,0,85f751fd,c4e18dd6,50e219e0,3280f4fa,7801e8d9,0f2161f8,34712cfd,9f16220c,49ea3580,1,0,22552,320,50,2602,0,163,100084,182
19442666,1.7527662900740575e+18,1,14102518,1010,1,85f751fd,c4e18dd6,50e219e0,62fb997b,7801e8d9,0f2161f8,8a102bc5,d7d88975,7194107e,4,2,12477,320,50,1272,3,303,-1,15
2487304,1.333528708238021e+19,0,14102112,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3c1f8489,1f0bc64f,1,0,20633,320,50,2374,3,39,100119,23
886507,7.778789356010831e+18,0,14102104,1005,0,85f751fd,c4e18dd6,50e219e0,2d869bee,d9b5648e,0f2161f8,a99f214a,09ef60ae,aad45b01,1,0,21611,320,50,2480,3,299,100111,61
